car;area;mun
 RN-2402501-F9B2EA5354F5417D9F453C826D80690E;659446;Carnaubais
 RN-2402501-2648B29DDA7548BFA7F740F7BBC24743;147796;Carnaubais
 RN-2402501-A0DBF9D6E6684650A7A3B56FEE8DF843;1042230;Carnaubais
 RN-2402501-C80934D9046049159DD40105D5D3EE7F;589043;Carnaubais
 RN-2402501-5163D0B3A8EB4761A277DC172F80E4A9;173344;Carnaubais
 RN-2402501-582C89E213A94B72819EEBCF86D5A4A4;40404;Carnaubais
 RN-2402501-95A6FEB4936245D6B48785F5A51B3CF5;1022913;Carnaubais
 RN-2402501-06181E79444A4DC790B7BEA169C5C6A4;4901444;Carnaubais
 RN-2402501-CF0F3284541246B5A33FD7A1596EBAEF;360751;Carnaubais
 RN-2402501-D5E8BFC1878840F2B82F5D98E6930C1C;121762;Carnaubais
 RN-2402501-2CBEF7D278574A26AD0EBE681A35E5B0;143843;Carnaubais
 RN-2402501-D657070AA82745B0B0494F1E0F6F9F78;582554;Carnaubais
 RN-2402501-87FD98732795415FB60982F835E3EE26;33855;Carnaubais
 RN-2402501-A15F83C6B1E94875B856543795969048;519573;Carnaubais
 RN-2402501-C64CC55372064ACD93525055BF65692B;240370;Carnaubais
 RN-2402501-887635A0B29E4BB6B71F602EFB93615B;2960912;Carnaubais
 RN-2402501-E9DF0B57CCC84088BA8897BDE7C9D7F4;2259825;Carnaubais
 RN-2402501-02620FBD126D42DF98576EBA1FE19B5C;464003;Carnaubais
 RN-2402501-90814428862141C386089677BDE97992;1871587;Carnaubais
 RN-2402501-569458AE35C84D23A965565A706A8336;86577;Carnaubais
 RN-2402501-FBFB896AAA424770B6BAD673441F3CB0;563081;Carnaubais
 RN-2402501-0C594B0883F54543BC505F7AF9EC754D;255734;Carnaubais
 RN-2402501-64CB0FD3FD384A3BBC27731B90F1431C;247781;Carnaubais
 RN-2402501-F22A60A976E443C29E5F15536DAD8881;375822;Carnaubais
 RN-2402501-568E09EC3AC54CB9A5865603326C7BFB;536803;Carnaubais
 RN-2402501-E100151063A7428AACBFC4DE34413AE9;312064;Carnaubais
 RN-2402501-48E6FE66FE9149848C352149E48522C7;4288493;Carnaubais
 RN-2402501-1DF1A2994746481EAEA83451E9F8B8D8;827756;Carnaubais
 RN-2402501-ED9D0DDE91E84C68AD4D905C130FEB28;30044;Carnaubais
 RN-2402501-087732290B1343FCA4DED2517530FB62;4511813;Carnaubais
 RN-2402501-2F053A9380FF4DF5AD70E5CF81B3DF44;14693824;Carnaubais
 RN-2402501-03E776B05D3D4635BD78D70F95759579;38669612;Carnaubais
 RN-2402501-6637EC2423C840479CE82D929D5A77E3;5047081;Carnaubais
 RN-2402501-33ECCE9B87F9497BA2A7B1F8F8B741AC;1198110;Carnaubais
 RN-2402501-5E770B4AD48A427BADFE3EEF58483505;197849;Carnaubais
 RN-2402501-48555CC455B948F58AEABD1827D7BED3;171244;Carnaubais
 RN-2402501-3EBFB3F3F3DB45FF998A42D5A3BC360F;191183;Carnaubais
 RN-2402501-20708CEDCA0B4D1C9865E74FF4D68AE5;380856;Carnaubais
 RN-2402501-D3AB64F7099444B08F59F699044EB8BB;184076;Carnaubais
 RN-2402501-CC98C69A86E841509E7AA28A50D002AA;3118088;Carnaubais
 RN-2402501-8E0C33451E314D7C9CC81E7DFC8511FE;138950;Carnaubais
 RN-2402501-86A9EC1097574EC096572E13C2D3DC52;206637;Carnaubais
 RN-2402501-A940B80CC80C4B9C953619108A5814F4;0.6088;Carnaubais
 RN-2402501-0D18795E45174AEB90ACC6951CC2C46B;38375913;Carnaubais
 RN-2402501-C4CCEF318B4C487FAFB92B97478B6F87;27202;Carnaubais
 RN-2402501-7F433D8E84364C25A4ED86A1BF283B24;67078;Carnaubais
 RN-2402501-139802175F614B809A6D54EA40BDB0CA;139808;Carnaubais
 RN-2402501-7D9B3FD4ABD641F9BCC62BA506C83B6C;184673;Carnaubais
 RN-2402501-7E48F91D123244FABFD5BCE6FA8AA1AD;972296;Carnaubais
 RN-2402501-E7AD27C31417425586A815526428BB72;44789;Carnaubais
 RN-2402501-52CB41E8BE0744F4887EB83FBFE70ED7;61762;Carnaubais
 RN-2402501-FE99CCDC7EA34603A1935C1D4539FC0E;44822;Carnaubais
 RN-2402501-3646A7E8F65E4CE5908E3EE1763D3438;16158213;Carnaubais
 RN-2402501-1B95E41419C94F2898E4B2709184072A;440111;Carnaubais
 RN-2402501-7FE21AE440094BD896704B153628F83D;91627;Carnaubais
 RN-2402501-ECBAD0CD901F4617AD3D55E9AE62E2CD;1918410;Carnaubais
 RN-2402501-DD5E57320C9241B88A255F5399855F14;417448;Carnaubais
 RN-2402501-FE1DBA5170B44330958CA46820F40F0E;332546;Carnaubais
 RN-2402501-039D14B01914458F92B49CB394A4928C;118067;Carnaubais
 RN-2402501-DE6D6D44BDA042DD90BDF70287FA6CF2;500833;Carnaubais
 RN-2402501-BF53B40807B34EA399F72C949B81663E;404935;Carnaubais
 RN-2402501-192B121B5D8E4106AF16A9068DFA903C;589043;Carnaubais
 RN-2402501-4A47596604ED4C0AB2D9361C6972EA88;4810021;Carnaubais
 RN-2402501-9FAB6C8536A04DA287FF9E0B5B2D8E23;7321246;Carnaubais
 RN-2402501-E7C189B68565449ABFD5847DF0CE9120;555067;Carnaubais
 RN-2402501-601DE20500A141BABE5406F6F149B9FE;44896;Carnaubais
