car;area;mun
 RN-2404705-7A1E4B4E54D048F29D30D7F816F73351;184570;Ipanguaçu
 RN-2404705-AC27C6388D0E451589E62F7A0FBACC94;152770;Ipanguaçu
 RN-2404705-E525F7F1D32A416AAF72741F965D902C;2424360;Ipanguaçu
 RN-2404705-ABEDBF576E354F779AD6F7384F303ADD;101479;Ipanguaçu
 RN-2404705-1B09F80C764546C68E427AD11E48F9B2;75738;Ipanguaçu
 RN-2404705-E3DCE51304EC49039865AAB8A97D1C78;209679;Ipanguaçu
 RN-2404705-F94495E701EA4BBAAABB819D723D0BE1;229098;Ipanguaçu
 RN-2404705-348BE7449B844D6183DCD0D164F96684;1042579;Ipanguaçu
 RN-2404705-F81B061A8FEE4B618E87B5BD959A6114;5024048;Ipanguaçu
 RN-2404705-FC58012F22614BF5AD0A1A29D2A12E3D;343793;Ipanguaçu
 RN-2404705-04573E487B014C7FB8B7669491066C14;359214;Ipanguaçu
 RN-2404705-619A7EDCF9184ABAA2C4C87C1821C89E;385016;Ipanguaçu
 RN-2404705-61EB6AFDCC754CD5951ADE2584C8EB7F;1511012;Ipanguaçu
 RN-2404705-017924E0E1734FE39E934B589FE75BE8;420212;Ipanguaçu
 RN-2404705-C2A24C6FDB274C28998BC7AC55BE3DDC;26580;Ipanguaçu
 RN-2404705-A751985368114B088CCAF8ECA7A3A256;258827;Ipanguaçu
 RN-2404705-5E748C496C124C069F4F41D7EA12F97E;2839564;Ipanguaçu
 RN-2404705-7F997A8F0F624780884CA5544C5E2BD2;570146;Ipanguaçu
 RN-2404705-13302C76D1B4473EBF04DC33B8DBDB30;3243333;Ipanguaçu
 RN-2404705-A1CD0B4955D64286940A0824C32EB543;153501;Ipanguaçu
 RN-2404705-3D874DCC50B948E999BC9A6CA7474148;1058072;Ipanguaçu
 RN-2404705-4D5A0A7E343E48CDA9E62CBA2EB1ECDD;4720002;Ipanguaçu
 RN-2404705-19BD325F27014C9EA60C9A78F04A9614;1933591;Ipanguaçu
 RN-2404705-4F43757DB28F44C3974E119D820FFAFF;844896;Ipanguaçu
 RN-2404705-AAC28560C8744A688B49B3E8BE217056;6348259;Ipanguaçu
 RN-2404705-6B1D80E3F39D4C738F8208EC33F6F298;1017545;Ipanguaçu
 RN-2404705-CABC6657A7DC4F5E81D3A65E062A88BE;1746515;Ipanguaçu
 RN-2404705-E8FA31095ADB41B29D8545C11B2E9E10;374126;Ipanguaçu
 RN-2404705-51AA39BDC6E847D389B9A3EE4F14E41D;122553;Ipanguaçu
